EID,Date,Time
2004,2022-02-18,01:43:25.648465
2018,2022-02-18,01:43:25.655465
2019,2022-02-18,01:43:25.663465
2028,2022-02-18,01:43:25.672465
2014,2022-02-18,01:43:25.681496
2007,2022-02-18,01:43:25.691477
2026,2022-02-18,01:43:25.698528
2024,2022-02-18,01:43:25.706465
2018,2022-02-19,01:43:25.719469
2013,2022-02-19,01:43:25.727490
2010,2022-02-19,01:43:25.735910
2029,2022-02-19,01:43:25.743871
2016,2022-02-19,01:43:25.750867
2005,2022-02-19,01:43:25.759866
2025,2022-02-19,01:43:25.767867
2030,2022-02-19,01:43:25.774931
2006,2022-02-19,01:43:25.782918
2024,2022-02-19,01:43:25.789865
2014,2022-02-19,01:43:25.797867
2023,2022-02-19,01:43:25.808870
2028,2022-02-19,01:43:25.816867
2015,2022-02-19,01:43:25.823872
2027,2022-02-19,01:43:25.839383
2012,2022-02-19,01:43:25.850384
2017,2022-02-19,01:43:25.860383
2017,2022-02-20,01:43:25.872390
2019,2022-02-20,01:43:25.886384
2020,2022-02-20,01:43:25.896383
2009,2022-02-20,01:43:25.904385
2028,2022-02-20,01:43:25.914389
2022,2022-02-20,01:43:25.927386
2004,2022-02-20,01:43:25.937909
2015,2022-02-20,01:43:25.946900
2027,2022-02-20,01:43:25.958896
2030,2022-02-20,01:43:25.966901
2029,2022-02-20,01:43:25.975896
2023,2022-02-20,01:43:25.986896
2008,2022-02-20,01:43:25.995897
2016,2022-02-20,01:43:26.005909
2006,2022-02-20,01:43:26.013950
2021,2022-02-20,01:43:26.021946
2014,2022-02-20,01:43:26.031945
2010,2022-02-20,01:43:26.039467
2007,2022-02-20,01:43:26.046468
2025,2022-02-20,01:43:26.054467
2018,2022-02-20,01:43:26.062468
2025,2022-02-21,01:43:26.069718
2004,2022-02-21,01:43:26.077712
2022,2022-02-21,01:43:26.084707
2013,2022-02-21,01:43:26.092716
2006,2022-02-21,01:43:26.098707
2029,2022-02-21,01:43:26.103715
2010,2022-02-21,01:43:26.111708
2007,2022-02-21,01:43:26.117707
2015,2022-02-21,01:43:26.127723
2026,2022-02-21,01:43:26.135229
2023,2022-02-21,01:43:26.145231
2008,2022-02-21,01:43:26.154231
2017,2022-02-21,01:43:26.161231
2018,2022-02-21,01:43:26.169231
2014,2022-02-21,01:43:26.178231
2027,2022-02-21,01:43:26.188232
2005,2022-02-21,01:43:26.196231
2019,2022-02-21,01:43:26.203232
2008,2022-02-22,01:43:26.211626
2028,2022-02-22,01:43:26.221634
2006,2022-02-22,01:43:26.229629
2009,2022-02-22,01:43:26.237238
2019,2022-02-22,01:43:26.246286
2010,2022-02-22,01:43:26.253237
2030,2022-02-22,01:43:26.262238
2025,2022-02-22,01:43:26.268237
2021,2022-02-22,01:43:26.277559
2016,2022-02-22,01:43:26.284684
2018,2022-02-22,01:43:26.292632
2005,2022-02-22,01:43:26.302632
2023,2022-02-22,01:43:26.320704
2012,2022-02-22,01:43:26.325855
2022,2022-02-22,01:43:26.331857
2031,2022-02-22,01:43:26.341473
2017,2022-02-22,01:43:26.352469
2020,2022-02-22,01:43:26.362470
2026,2022-02-22,01:43:26.372470
2013,2022-02-23,01:43:26.389473
2009,2022-02-23,01:43:26.398508
2026,2022-02-23,01:43:26.410544
2019,2022-02-23,01:43:26.416470
2030,2022-02-23,01:43:26.424573
2023,2022-02-23,01:43:26.430786
2024,2022-02-23,01:43:26.437306
2031,2022-02-23,01:43:26.446303
2027,2022-02-23,01:43:26.453304
2016,2022-02-23,01:43:26.461303
2007,2022-02-23,01:43:26.468303
2025,2022-02-23,01:43:26.474303
2015,2022-02-23,01:43:26.479356
2012,2022-02-23,01:43:26.488303
2020,2022-02-23,01:43:26.494316
2011,2022-02-23,01:43:26.501303
2022,2022-02-23,01:43:26.506355
2018,2022-02-23,01:43:26.517303
2010,2022-02-23,01:43:26.526360
2008,2022-02-23,01:43:26.533360
2006,2022-02-24,01:43:26.542913
2031,2022-02-24,01:43:26.550869
2022,2022-02-24,01:43:26.606870
2018,2022-02-24,01:43:26.633916
2025,2022-02-24,01:43:26.644429
2028,2022-02-24,01:43:26.656428
2016,2022-02-24,01:43:26.663429
2029,2022-02-24,01:43:26.671429
2008,2022-02-24,01:43:26.680429
2011,2022-02-24,01:43:26.689429
2015,2022-02-24,01:43:26.698429
2009,2022-02-24,01:43:26.706318
2014,2022-02-24,01:43:26.713325
2026,2022-02-24,01:43:26.721388
2019,2022-02-24,01:43:26.730387
2005,2022-02-24,01:43:26.742905
2017,2022-02-24,01:43:26.751902
2009,2022-02-25,01:43:26.761962
2012,2022-02-25,01:43:26.770903
2030,2022-02-25,01:43:26.779907
2013,2022-02-25,01:43:26.788915
2026,2022-02-25,01:43:26.801903
2025,2022-02-25,01:43:26.811962
2024,2022-02-25,01:43:26.818903
2004,2022-02-25,01:43:26.825914
2016,2022-02-25,01:43:26.832914
2018,2022-02-25,01:43:26.843509
2015,2022-02-25,01:43:26.856513
2014,2022-02-25,01:43:26.868505
2028,2022-02-25,01:43:26.880505
2021,2022-02-25,01:43:26.888520
2007,2022-02-25,01:43:26.903508
2017,2022-02-25,01:43:26.913580
2010,2022-02-25,01:43:26.924611
2029,2022-02-26,01:43:26.935172
2019,2022-02-26,01:43:26.944182
2022,2022-02-26,01:43:26.951175
2026,2022-02-26,01:43:26.961176
2023,2022-02-26,01:43:26.968175
2011,2022-02-26,01:43:26.979175
2004,2022-02-26,01:43:26.989175
2013,2022-02-26,01:43:26.997175
2031,2022-02-26,01:43:27.006233
2018,2022-02-26,01:43:27.016175
2005,2022-02-26,01:43:27.023184
2008,2022-02-26,01:43:27.029184
2021,2022-02-26,01:43:27.036631
2010,2022-02-26,01:43:27.043710
2028,2022-02-26,01:43:27.051630
2025,2022-02-26,01:43:27.060630
2016,2022-02-26,01:43:27.070690
2014,2022-02-26,01:43:27.077630
2011,2022-02-27,01:43:27.089633
2030,2022-02-27,01:43:27.098632
2021,2022-02-27,01:43:27.106631
2020,2022-02-27,01:43:27.113706
2025,2022-02-27,01:43:27.122687
2009,2022-02-27,01:43:27.129693
2026,2022-02-27,01:43:27.136263
2018,2022-02-27,01:43:27.146264
2019,2022-02-27,01:43:27.153261
2031,2022-02-27,01:43:27.161319
2028,2022-02-27,01:43:27.167340
2010,2022-02-27,01:43:27.177322
2029,2022-02-27,01:43:27.184320
2006,2022-02-27,01:43:27.196261
2022,2022-02-27,01:43:27.207261
2012,2022-02-27,01:43:27.214261
2013,2022-02-27,01:43:27.220321
2023,2022-02-27,01:43:27.229323
2008,2022-02-27,01:43:27.235830
2007,2022-02-28,01:43:27.243835
2006,2022-02-28,01:43:27.251894
2012,2022-02-28,01:43:27.260914
2022,2022-02-28,01:43:27.268894
2016,2022-02-28,01:43:27.278843
2026,2022-02-28,01:43:27.285847
2024,2022-02-28,01:43:27.294841
2025,2022-02-28,01:43:27.301833
2021,2022-02-28,01:43:27.311834
2031,2022-02-28,01:43:27.319910
2023,2022-02-28,01:43:27.326913
2017,2022-02-28,01:43:27.333913
2020,2022-02-28,01:43:27.341426
2004,2022-02-28,01:43:27.349426
2005,2022-02-28,01:43:27.364426
2029,2022-02-28,01:43:27.375426
2028,2022-02-28,01:43:27.386427
2021,2022-05-01,01:45:14.038578
2013,2022-05-01,01:45:14.064292
2028,2022-05-01,01:45:14.075295
2009,2022-05-01,01:45:14.089247
2016,2022-05-01,01:45:14.101330
2018,2022-05-01,01:45:14.111304
2007,2022-05-01,01:45:14.153898
2005,2022-05-01,01:45:14.213949
2010,2022-05-01,01:45:14.245656
2012,2022-05-01,01:45:14.255597
2022,2022-05-01,01:45:14.266597
2027,2022-05-01,01:45:14.276630
2025,2022-05-01,01:45:14.285653
2023,2022-05-01,01:45:14.296637
2004,2022-05-01,01:45:14.308668
2008,2022-05-01,01:45:14.319662
2017,2022-05-01,01:45:14.328667
2015,2022-05-01,01:45:14.342675
2013,2022-05-02,01:45:14.352189
2004,2022-05-02,01:45:14.362194
2018,2022-05-02,01:45:14.493886
2024,2022-05-02,01:45:14.503932
2029,2022-05-02,01:45:14.657223
2017,2022-05-02,01:45:14.665222
2019,2022-05-02,01:45:14.688219
2021,2022-05-02,01:45:14.703219
2006,2022-05-02,01:45:14.712275
2026,2022-05-02,01:45:14.762844
2015,2022-05-02,01:45:14.808780
2023,2022-05-02,01:45:14.817836
2016,2022-05-02,01:45:14.826836
2031,2022-05-02,01:45:14.953044
2007,2022-05-02,01:45:14.963048
2009,2022-05-02,01:45:14.979048
2022,2022-05-02,01:45:15.004051
2011,2022-05-02,01:45:15.037170
2020,2022-05-02,01:45:15.048582
2012,2022-05-02,01:45:15.123053
2030,2022-05-02,01:45:15.132063
2005,2022-05-03,01:45:15.292146
2023,2022-05-03,01:45:15.303137
2013,2022-05-03,01:45:15.363686
2020,2022-05-03,01:45:15.384692
2024,2022-05-03,01:45:15.433685
2027,2022-05-03,01:45:15.443686
2015,2022-05-03,01:45:15.454206
2022,2022-05-03,01:45:15.462206
2004,2022-05-03,01:45:15.483215
2009,2022-05-03,01:45:15.493206
2019,2022-05-03,01:45:15.502207
2012,2022-05-03,01:45:15.513207
2006,2022-05-03,01:45:15.651315
2007,2022-05-03,01:45:15.661242
2031,2022-05-03,01:45:15.677246
2008,2022-05-03,01:45:15.686244
2011,2022-05-03,01:45:15.696289
2017,2022-05-03,01:45:15.706245
2028,2022-05-04,01:45:15.726309
2013,2022-05-04,01:45:15.755771
2031,2022-05-04,01:45:15.764774
2024,2022-05-04,01:45:15.774796
2022,2022-05-04,01:45:15.796829
2011,2022-05-04,01:45:15.806784
2019,2022-05-04,01:45:15.816776
2029,2022-05-04,01:45:15.828771
2015,2022-05-04,01:45:15.991998
2008,2022-05-04,01:45:16.001971
2021,2022-05-04,01:45:16.011970
2007,2022-05-04,01:45:16.021019
2006,2022-05-04,01:45:16.030049
2018,2022-05-04,01:45:16.040056
2016,2022-05-04,01:45:16.060624
2005,2022-05-04,01:45:16.082622
2027,2022-05-04,01:45:16.091625
2004,2022-05-04,01:45:16.102676
2014,2022-05-04,01:45:16.110625
2023,2022-05-05,01:45:16.128622
2029,2022-05-05,01:45:16.140634
2031,2022-05-05,01:45:16.151146
2016,2022-05-05,01:45:16.188148
2017,2022-05-05,01:45:16.200213
2027,2022-05-05,01:45:16.212208
2012,2022-05-05,01:45:16.220207
2004,2022-05-05,01:45:16.230147
2011,2022-05-05,01:45:16.240153
2006,2022-05-05,01:45:16.249869
2026,2022-05-05,01:45:16.258835
2019,2022-05-05,01:45:16.281830
2014,2022-05-05,01:45:16.420483
2010,2022-05-05,01:45:16.430563
2028,2022-05-05,01:45:16.439568
2008,2022-05-05,01:45:16.466216
2015,2022-05-05,01:45:16.488328
2010,2022-05-06,01:45:16.502216
2007,2022-05-06,01:45:16.515216
2028,2022-05-06,01:45:16.534283
2006,2022-05-06,01:45:16.554792
2022,2022-05-06,01:45:16.587792
2025,2022-05-06,01:45:16.597792
2027,2022-05-06,01:45:16.608792
2024,2022-05-06,01:45:16.619794
2013,2022-05-06,01:45:16.650320
2021,2022-05-06,01:45:16.657320
2005,2022-05-06,01:45:16.774087
2008,2022-05-06,01:45:16.795033
2011,2022-05-06,01:45:16.857672
2019,2022-05-06,01:45:16.867738
2016,2022-05-06,01:45:16.877674
2017,2022-05-06,01:45:16.930745
2020,2022-05-06,01:45:17.087098
2018,2022-05-06,01:45:17.111143
2008,2022-05-07,01:45:17.122160
2027,2022-05-07,01:45:17.204719
2024,2022-05-07,01:45:17.214719
2017,2022-05-07,01:45:17.268487
2006,2022-05-07,01:45:17.279493
2013,2022-05-07,01:45:17.295489
2023,2022-05-07,01:45:17.357156
2029,2022-05-07,01:45:17.366155
2011,2022-05-07,01:45:17.378212
2004,2022-05-07,01:45:17.393174
2020,2022-05-07,01:45:17.404217
2030,2022-05-07,01:45:17.414173
2010,2022-05-07,01:45:17.425154
2015,2022-05-07,01:45:17.468866
2018,2022-05-07,01:45:17.487866
2021,2022-05-07,01:45:17.498930
2005,2022-05-07,01:45:17.510866
2030,2022-05-08,01:45:17.523897
2013,2022-05-08,01:45:17.534873
2019,2022-05-08,01:45:17.546896
2004,2022-05-08,01:45:17.554890
2029,2022-05-08,01:45:17.664434
2007,2022-05-08,01:45:17.677407
2012,2022-05-08,01:45:17.688410
2009,2022-05-08,01:45:17.695410
2020,2022-05-08,01:45:17.704407
2023,2022-05-08,01:45:17.716409
2027,2022-05-08,01:45:17.724406
2010,2022-05-08,01:45:17.735416
2028,2022-05-08,01:45:17.743416
2021,2022-05-08,01:45:17.751996
2011,2022-05-08,01:45:17.759996
2005,2022-05-08,01:45:17.773996
2015,2022-05-08,01:45:17.885655
2008,2022-05-08,01:45:17.898656
2022,2022-05-08,01:45:17.908203
2006,2022-05-08,01:45:17.918236
2016,2022-05-08,01:45:17.935153
2018,2022-05-08,01:45:17.948148
2028,2022-05-09,01:45:17.957657
2019,2022-05-09,01:45:18.000657
2014,2022-05-09,01:45:18.045713
2004,2022-05-09,01:45:18.054267
2009,2022-05-09,01:45:18.063418
2029,2022-05-09,01:45:18.186041
2013,2022-05-09,01:45:18.195032
2007,2022-05-09,01:45:18.212048
2030,2022-05-09,01:45:18.231026
2008,2022-05-09,01:45:18.260951
2025,2022-05-09,01:45:18.271950
2031,2022-05-09,01:45:18.293950
2011,2022-05-09,01:45:18.303955
2010,2022-05-09,01:45:18.311950
2024,2022-05-09,01:45:18.455889
2023,2022-05-09,01:45:18.501891
2015,2022-05-09,01:45:18.510889
2027,2022-05-09,01:45:18.533937
2018,2022-05-09,01:45:18.545007
2024,2022-05-10,01:45:18.557575
2029,2022-05-10,01:45:18.567591
2019,2022-05-10,01:45:18.592638
2004,2022-05-10,01:45:18.603576
2022,2022-05-10,01:45:18.612578
2030,2022-05-10,01:45:18.625575
2005,2022-05-10,01:45:18.735203
2007,2022-05-10,01:45:18.742175
2014,2022-05-10,01:45:18.772834
2027,2022-05-10,01:45:18.795831
2012,2022-05-10,01:45:18.802831
2006,2022-05-10,01:45:18.812830
2016,2022-05-10,01:45:18.819831
2008,2022-05-10,01:45:18.840837
2010,2022-05-10,01:45:18.849346
2023,2022-05-10,01:45:18.858348
2013,2022-05-10,01:45:18.883348
2011,2022-05-10,01:45:18.892348
2007,2022-05-11,01:45:18.904348
2010,2022-05-11,01:45:18.912348
2021,2022-05-11,01:45:18.921350
2004,2022-05-11,01:45:18.928349
2028,2022-05-11,01:45:18.940358
2008,2022-05-11,01:45:18.947357
2011,2022-05-11,01:45:18.957866
2020,2022-05-11,01:45:18.968869
2023,2022-05-11,01:45:18.977869
2019,2022-05-11,01:45:18.985866
2031,2022-05-11,01:45:18.992867
2009,2022-05-11,01:45:18.999867
2014,2022-05-11,01:45:19.008866
2030,2022-05-11,01:45:19.016867
2016,2022-05-11,01:45:19.026929
2018,2022-05-11,01:45:19.038916
2012,2022-05-11,01:45:19.088516
2015,2022-05-11,01:45:19.097516
2022,2022-05-11,01:45:19.105517
2024,2022-05-12,01:45:19.124520
2006,2022-05-12,01:45:19.136523
2021,2022-05-12,01:45:19.145522
2009,2022-05-12,01:45:19.157149
2016,2022-05-12,01:45:19.168092
2019,2022-05-12,01:45:19.179093
2014,2022-05-12,01:45:19.190129
2004,2022-05-12,01:45:19.201094
2031,2022-05-12,01:45:19.335742
2018,2022-05-12,01:45:19.359386
2030,2022-05-12,01:45:19.373385
2008,2022-05-12,01:45:19.380386
2015,2022-05-12,01:45:19.396385
2027,2022-05-12,01:45:19.412383
2017,2022-05-12,01:45:19.430383
2020,2022-05-12,01:45:19.467980
2022,2022-05-12,01:45:19.475905
2010,2022-05-12,01:45:19.483905
2004,2022-05-13,01:45:19.496957
2010,2022-05-13,01:45:19.510905
2014,2022-05-13,01:45:19.517905
2015,2022-05-13,01:45:19.525905
2030,2022-05-13,01:45:19.536914
2008,2022-05-13,01:45:19.629480
2024,2022-05-13,01:45:19.640483
2009,2022-05-13,01:45:19.647555
2028,2022-05-13,01:45:19.700081
2017,2022-05-13,01:45:19.971078
2012,2022-05-13,01:45:19.994151
2025,2022-05-13,01:45:20.003214
2018,2022-05-13,01:45:20.085142
2016,2022-05-13,01:45:20.092143
2007,2022-05-13,01:45:20.133143
2027,2022-05-13,01:45:20.144211
2029,2022-05-13,01:45:20.157853
2006,2022-05-13,01:45:20.174852
2011,2022-05-14,01:45:20.187855
2019,2022-05-14,01:45:20.205853
2018,2022-05-14,01:45:20.236866
2024,2022-05-14,01:45:20.245862
2028,2022-05-14,01:45:20.256383
2027,2022-05-14,01:45:20.267383
2017,2022-05-14,01:45:20.308434
2031,2022-05-14,01:45:20.321449
2026,2022-05-14,01:45:20.331383
2013,2022-05-14,01:45:20.343468
2022,2022-05-14,01:45:20.350973
2009,2022-05-14,01:45:20.359039
2007,2022-05-14,01:45:20.367035
2015,2022-05-14,01:45:20.375035
2025,2022-05-14,01:45:20.479558
2006,2022-05-14,01:45:20.492492
2020,2022-05-14,01:45:20.517551
2020,2022-05-15,01:45:20.526557
2015,2022-05-15,01:45:20.535492
2012,2022-05-15,01:45:20.543495
2025,2022-05-15,01:45:20.556066
2030,2022-05-15,01:45:20.563066
2011,2022-05-15,01:45:20.573008
2018,2022-05-15,01:45:20.581008
2004,2022-05-15,01:45:20.589007
2023,2022-05-15,01:45:20.598008
2013,2022-05-15,01:45:20.705525
2031,2022-05-15,01:45:20.716525
2017,2022-05-15,01:45:20.722525
2028,2022-05-15,01:45:20.738536
2009,2022-05-15,01:45:20.758599
2029,2022-05-15,01:45:20.798597
2014,2022-05-15,01:45:20.806597
2027,2022-05-15,01:45:20.814597
2014,2022-05-16,01:45:20.843604
2017,2022-05-16,01:45:20.852750
2004,2022-05-16,01:45:20.859725
2022,2022-05-16,01:45:20.974237
2011,2022-05-16,01:45:20.983240
2016,2022-05-16,01:45:20.999241
2021,2022-05-16,01:45:21.021236
2023,2022-05-16,01:45:21.047294
2019,2022-05-16,01:45:21.054897
2028,2022-05-16,01:45:21.077912
2024,2022-05-16,01:45:21.090897
2015,2022-05-16,01:45:21.098444
2007,2022-05-16,01:45:21.221046
2008,2022-05-16,01:45:21.232052
2006,2022-05-16,01:45:21.251936
2027,2022-05-16,01:45:21.271935
2025,2022-05-16,01:45:21.278936
2013,2022-05-16,01:45:21.287935
2010,2022-05-16,01:45:21.300936
2011,2022-05-17,01:45:21.323560
2027,2022-05-17,01:45:21.334524
2013,2022-05-17,01:45:21.343527
2026,2022-05-17,01:45:21.357099
2010,2022-05-17,01:45:21.454714
2012,2022-05-17,01:45:21.462714
2030,2022-05-17,01:45:21.486715
2005,2022-05-17,01:45:21.509715
2019,2022-05-17,01:45:21.518767
2024,2022-05-17,01:45:21.528715
2006,2022-05-17,01:45:21.537765
2018,2022-05-17,01:45:21.544762
2016,2022-05-17,01:45:21.551319
2007,2022-05-17,01:45:21.587362
2022,2022-05-17,01:45:21.613340
2009,2022-05-17,01:45:21.621359
2023,2022-05-17,01:45:21.635410
2012,2022-05-18,01:45:21.650364
2006,2022-05-18,01:45:21.660610
2022,2022-05-18,01:45:21.669610
2009,2022-05-18,01:45:21.677609
2019,2022-05-18,01:45:21.685616
2031,2022-05-18,01:45:21.697610
2016,2022-05-18,01:45:21.705610
2005,2022-05-18,01:45:21.715621
2011,2022-05-18,01:45:21.723610
2010,2022-05-18,01:45:21.731610
2029,2022-05-18,01:45:21.738673
2023,2022-05-18,01:45:21.753255
2027,2022-05-18,01:45:21.763257
2025,2022-05-18,01:45:21.773255
2004,2022-05-18,01:45:21.786254
2020,2022-05-18,01:45:21.822258
2024,2022-05-18,01:45:21.833255
2015,2022-05-18,01:45:21.842317
2030,2022-05-18,01:45:21.851821
2030,2022-05-19,01:45:21.861364
2021,2022-05-19,01:45:21.871357
2007,2022-05-19,01:45:21.877360
2016,2022-05-19,01:45:21.887356
2020,2022-05-19,01:45:21.896324
2031,2022-05-19,01:45:21.906595
2019,2022-05-19,01:45:21.913596
2008,2022-05-19,01:45:21.942656
2029,2022-05-19,01:45:21.949656
2010,2022-05-19,01:45:21.955268
2026,2022-05-19,01:45:21.963269
2009,2022-05-19,01:45:21.972019
2027,2022-05-19,01:45:21.989019
2017,2022-05-19,01:45:22.016019
2006,2022-05-19,01:45:22.043897
2013,2022-05-19,01:45:22.054627
2004,2022-05-19,01:45:22.064548
2014,2022-05-19,01:45:22.076548
2025,2022-05-19,01:45:22.088578
2005,2022-05-19,01:45:22.094548
2028,2022-05-20,01:45:22.103952
2017,2022-05-20,01:45:22.114029
2008,2022-05-20,01:45:22.126952
2005,2022-05-20,01:45:22.148011
2025,2022-05-20,01:45:22.156618
2027,2022-05-20,01:45:22.304339
2012,2022-05-20,01:45:22.414268
2004,2022-05-20,01:45:22.429260
2029,2022-05-20,01:45:22.438272
2015,2022-05-20,01:45:22.501865
2011,2022-05-20,01:45:22.514868
2013,2022-05-20,01:45:22.554477
2014,2022-05-20,01:45:22.562477
2009,2022-05-20,01:45:22.573478
2006,2022-05-20,01:45:22.582478
2021,2022-05-20,01:45:22.594477
2019,2022-05-20,01:45:22.610477
2022,2022-05-20,01:45:22.633478
2018,2022-05-20,01:45:22.642572
2005,2022-05-21,01:45:22.773521
2010,2022-05-21,01:45:22.783519
2009,2022-05-21,01:45:22.795520
2024,2022-05-21,01:45:22.807519
2025,2022-05-21,01:45:22.815519
2004,2022-05-21,01:45:22.824518
2006,2022-05-21,01:45:22.832519
2015,2022-05-21,01:45:22.839576
2012,2022-05-21,01:45:22.850575
2016,2022-05-21,01:45:22.857161
2019,2022-05-21,01:45:22.946236
2031,2022-05-21,01:45:22.953300
2018,2022-05-21,01:45:22.973703
2008,2022-05-21,01:45:22.983784
2020,2022-05-21,01:45:22.991785
2007,2022-05-21,01:45:23.001787
2023,2022-05-21,01:45:23.061381
2008,2022-05-22,01:45:23.070696
2030,2022-05-22,01:45:23.078696
2005,2022-05-22,01:45:23.089009
2006,2022-05-22,01:45:23.096009
2026,2022-05-22,01:45:23.105009
2028,2022-05-22,01:45:23.211592
2024,2022-05-22,01:45:23.228526
2025,2022-05-22,01:45:23.236526
2013,2022-05-22,01:45:23.247530
2018,2022-05-22,01:45:23.260047
2020,2022-05-22,01:45:23.297043
2007,2022-05-22,01:45:23.308043
2031,2022-05-22,01:45:23.314043
2021,2022-05-22,01:45:23.350145
2014,2022-05-22,01:45:23.365656
2015,2022-05-22,01:45:23.385653
2023,2022-05-22,01:45:23.396654
2019,2022-05-23,01:45:23.427686
2010,2022-05-23,01:45:23.450694
2023,2022-05-23,01:45:23.474385
2027,2022-05-23,01:45:23.500354
2005,2022-05-23,01:45:23.511722
2012,2022-05-23,01:45:23.534767
2017,2022-05-23,01:45:23.544810
2013,2022-05-23,01:45:23.554401
2026,2022-05-23,01:45:23.672630
2004,2022-05-23,01:45:23.681655
2029,2022-05-23,01:45:23.699594
2008,2022-05-23,01:45:23.722666
2030,2022-05-23,01:45:23.733776
2006,2022-05-23,01:45:23.742770
2031,2022-05-23,01:45:23.749807
2018,2022-05-23,01:45:23.879070
2022,2022-05-23,01:45:23.892542
2024,2022-05-23,01:45:23.900931
2007,2022-05-23,01:45:23.916010
2016,2022-05-24,01:45:24.012779
2015,2022-05-24,01:45:24.020780
2013,2022-05-24,01:45:24.050826
2006,2022-05-24,01:45:24.076265
2027,2022-05-24,01:45:24.085286
2019,2022-05-24,01:45:24.092265
2012,2022-05-24,01:45:24.101363
2020,2022-05-24,01:45:24.107336
2014,2022-05-24,01:45:24.115343
2028,2022-05-24,01:45:24.147390
2029,2022-05-24,01:45:24.170008
2022,2022-05-24,01:45:24.179078
2005,2022-05-24,01:45:24.191078
2010,2022-05-24,01:45:24.199078
2024,2022-05-24,01:45:24.231510
2004,2022-05-24,01:45:24.238560
2025,2022-05-24,01:45:24.255082
2011,2022-05-24,01:45:24.266139
2026,2022-05-25,01:45:24.273129
2031,2022-05-25,01:45:24.281129
2017,2022-05-25,01:45:24.288165
2020,2022-05-25,01:45:24.302115
2006,2022-05-25,01:45:24.311086
2027,2022-05-25,01:45:24.322085
2010,2022-05-25,01:45:24.338085
2018,2022-05-25,01:45:24.347159
2023,2022-05-25,01:45:24.357721
2030,2022-05-25,01:45:24.373757
2012,2022-05-25,01:45:24.379761
2011,2022-05-25,01:45:24.388757
2013,2022-05-25,01:45:24.397757
2015,2022-05-25,01:45:24.407756
2022,2022-05-25,01:45:24.416764
2024,2022-05-25,01:45:24.427755
2028,2022-05-25,01:45:24.439856
2019,2022-05-25,01:45:24.449902
2005,2022-05-25,01:45:24.458524
2008,2022-05-26,01:45:24.471563
2016,2022-05-26,01:45:24.481585
2009,2022-05-26,01:45:24.506830
2015,2022-05-26,01:45:24.516879
2021,2022-05-26,01:45:24.524899
2005,2022-05-26,01:45:24.536878
2029,2022-05-26,01:45:24.543873
2019,2022-05-26,01:45:24.551906
2022,2022-05-26,01:45:24.572471
2023,2022-05-26,01:45:24.601478
2004,2022-05-26,01:45:24.611115
2014,2022-05-26,01:45:24.619166
2012,2022-05-26,01:45:24.626115
2028,2022-05-26,01:45:24.663809
2006,2022-05-26,01:45:24.672295
2025,2022-05-26,01:45:24.685344
2010,2022-05-26,01:45:24.694376
2011,2022-05-26,01:45:24.710340
2024,2022-05-26,01:45:24.733299
2015,2022-05-27,01:45:24.746307
2018,2022-05-27,01:45:24.877091
2022,2022-05-27,01:45:24.885129
2020,2022-05-27,01:45:24.913113
2026,2022-05-27,01:45:24.924090
2005,2022-05-27,01:45:24.932135
2016,2022-05-27,01:45:24.942340
2031,2022-05-27,01:45:24.977956
2025,2022-05-27,01:45:24.985956
2008,2022-05-27,01:45:24.998994
2030,2022-05-27,01:45:25.009002
2006,2022-05-27,01:45:25.016957
2004,2022-05-27,01:45:25.030035
2011,2022-05-27,01:45:25.052529
2027,2022-05-27,01:45:25.063910
2014,2022-05-27,01:45:25.178677
2021,2022-05-27,01:45:25.188714
2028,2022-05-27,01:45:25.198677
2023,2022-05-27,01:45:25.208681
2019,2022-05-27,01:45:25.229679
2029,2022-05-27,01:45:25.266330
2030,2022-05-28,01:45:25.274378
2013,2022-05-28,01:45:25.287329
2009,2022-05-28,01:45:25.298612
2023,2022-05-28,01:45:25.306613
2027,2022-05-28,01:45:25.406124
2031,2022-05-28,01:45:25.414124
2024,2022-05-28,01:45:25.430124
2017,2022-05-28,01:45:25.442164
2029,2022-05-28,01:45:25.453179
2011,2022-05-28,01:45:25.461675
2020,2022-05-28,01:45:25.514547
2012,2022-05-28,01:45:25.521932
2018,2022-05-28,01:45:25.529789
2005,2022-05-28,01:45:25.536664
2016,2022-05-28,01:45:25.550724
2022,2022-05-28,01:45:25.559326
2025,2022-05-28,01:45:25.678966
2007,2022-05-28,01:45:25.692966
2008,2022-05-28,01:45:25.700966
2019,2022-05-28,01:45:25.787573
2015,2022-05-28,01:45:25.834113
2007,2022-05-29,01:45:25.879620
2025,2022-05-29,01:45:25.889668
2019,2022-05-29,01:45:25.899617
2024,2022-05-29,01:45:25.933655
2031,2022-05-29,01:45:25.946704
2012,2022-05-29,01:45:25.970323
2006,2022-05-29,01:45:25.983318
2023,2022-05-29,01:45:26.011273
2020,2022-05-29,01:45:26.031277
2004,2022-05-29,01:45:26.060969
2028,2022-05-29,01:45:26.084004
2022,2022-05-29,01:45:26.109249
2011,2022-05-29,01:45:26.131474
2015,2022-05-29,01:45:26.140474
2018,2022-05-29,01:45:26.149478
2010,2022-05-29,01:45:26.267223
2009,2022-05-29,01:45:26.277222
2011,2022-05-30,01:45:26.304222
2020,2022-05-30,01:45:26.324222
2021,2022-05-30,01:45:26.333223
2012,2022-05-30,01:45:26.343228
2017,2022-05-30,01:45:26.352225
2019,2022-05-30,01:45:26.477399
2022,2022-05-30,01:45:26.487439
